deveui,name,description,application,deviceprofile,payloadcodec,fport,appkey,devaddr,nwkskey,appskey
24e124715123470f,WT201-424,24e124715123470f,test,ClassC-OTAA,WT201,1,b170732dd0f6d392fe438290b57f76a1,,,
24e1247151234710,WT201-425,24e1247151234710,test,ClassC-OTAA,WT201,1,9f7ea3572cfbddaa5bb3839a37931822,,,
24e1247151234711,WT201-426,24e1247151234711,test,ClassC-OTAA,WT201,1,277de8c6f208d2ef351bb23fbeadaa3a,,,
24e1247151234712,WT201-427,24e1247151234712,test,ClassC-OTAA,WT201,1,1feed7c62184c65e6be15471b1f6e869,,,
24e1247151234713,WT201-428,24e1247151234713,test,ClassC-OTAA,WT201,1,2510b00025a7414d38f094362f17348d,,,
24e1247151234714,WT201-429,24e1247151234714,test,ClassC-OTAA,WT201,1,6da0934c8f6893aff0f046999c14b01a,,,
24e1247151234715,WT201-430,24e1247151234715,test,ClassC-OTAA,WT201,1,b81dba1955688b536df224422073c76a,,,
24e1247151234716,WT201-431,24e1247151234716,test,ClassC-OTAA,WT201,1,13df6a43abf7cdad249502c3b11c3424,,,
24e1247151234717,WT201-432,24e1247151234717,test,ClassC-OTAA,WT201,1,1a798a9d32a3fd4b95260a59b3b182cc,,,
24e1247151234718,WT201-433,24e1247151234718,test,ClassC-OTAA,WT201,1,703982f6ba50c5fae58efb4430cc1324,,,
24e1247151234719,WT201-434,24e1247151234719,test,ClassC-OTAA,WT201,1,f5fed52f772007fa9e0c9cedc5154ca8,,,
24e124715123471a,WT201-435,24e124715123471a,test,ClassC-OTAA,WT201,1,f84cf5193a336bdd7f4bc7816ea2dcd2,,,
24e124715123471b,WT201-436,24e124715123471b,test,ClassC-OTAA,WT201,1,35cf3c1d59214aa78006964f1e26b8bb,,,
24e124715123471c,WT201-437,24e124715123471c,test,ClassC-OTAA,WT201,1,eeef13adab2ff4ea04f3af71beeae787,,,
24e124715123471d,WT201-438,24e124715123471d,test,ClassC-OTAA,WT201,1,95cffafa7cf593ce5e024a08bcf9b4fb,,,
24e124715123471e,WT201-439,24e124715123471e,test,ClassC-OTAA,WT201,1,7dfaba20fa13f0b3802f04fd8ec8b901,,,
24e124715123471f,WT201-440,24e124715123471f,test,ClassC-OTAA,WT201,1,399684da90dc0b5f3b13bbed1d94dcbf,,,
24e1247151234720,WT201-441,24e1247151234720,test,ClassC-OTAA,WT201,1,f95ab402cdb1de7b8d10802e0e749857,,,
24e1247151234721,WT201-442,24e1247151234721,test,ClassC-OTAA,WT201,1,2d02e95895526ab4b0dc951549a5c191,,,
24e1247151234722,WT201-443,24e1247151234722,test,ClassC-OTAA,WT201,1,b262faae4654b44a9419b28b126e3195,,,
24e1247151234723,WT201-444,24e1247151234723,test,ClassC-OTAA,WT201,1,7a53df0a838d59ce33814daaf63e4d9c,,,
24e1247151234724,WT201-445,24e1247151234724,test,ClassC-OTAA,WT201,1,53b23c9c5f24d7cc09cf7568bb5b54bf,,,
24e1247151234725,WT201-446,24e1247151234725,test,ClassC-OTAA,WT201,1,27afb88201779f52b6af8ce04e30d2e5,,,
24e1247151234726,WT201-447,24e1247151234726,test,ClassC-OTAA,WT201,1,a8ed3f1a81123fd3d4d609147f01de0a,,,
24e1247151234727,WT201-448,24e1247151234727,test,ClassC-OTAA,WT201,1,fa434ab7df8dc50d1aa4c0ec24229a2d,,,
24e1247151234728,WT201-449,24e1247151234728,test,ClassC-OTAA,WT201,1,021e8be03bfdff5ed8e9683316fd7fa0,,,
24e1247151234729,WT201-450,24e1247151234729,test,ClassC-OTAA,WT201,1,b168631df3c7d0e02d19f6046d97d2d1,,,
24e124715123472a,WT201-451,24e124715123472a,test,ClassC-OTAA,WT201,1,025096aa21b94aed449fa0d9c9aefb71,,,
24e124715123472b,WT201-452,24e124715123472b,test,ClassC-OTAA,WT201,1,962becab635242b661093627a6016c10,,,
24e124715123472c,WT201-453,24e124715123472c,test,ClassC-OTAA,WT201,1,e6ea95ebf851eb3f034d018197797e7f,,,
24e124715123472d,WT201-454,24e124715123472d,test,ClassC-OTAA,WT201,1,4243b6d24875c727c4fe539f53499ec7,,,
24e124715123472e,WT201-455,24e124715123472e,test,ClassC-OTAA,WT201,1,f9f354534704d59ecc0190ad21d95499,,,
24e124715123472f,WT201-456,24e124715123472f,test,ClassC-OTAA,WT201,1,a4ee2e88bab00140dac7a6869cdc08d3,,,
24e1247151234730,WT201-457,24e1247151234730,test,ClassC-OTAA,WT201,1,5d73d8a88dbb3174cdc355fe889b8f35,,,
24e1247151234731,WT201-458,24e1247151234731,test,ClassC-OTAA,WT201,1,419f53b54d1190750974e762b1903457,,,
24e1247151234732,WT201-459,24e1247151234732,test,ClassC-OTAA,WT201,1,8f91e68ad5051405592cd5f8e7085e1f,,,
24e1247151234733,WT201-460,24e1247151234733,test,ClassC-OTAA,WT201,1,b4933a77b4b7c3815e83ace5635db7e4,,,
24e1247151234734,WT201-461,24e1247151234734,test,ClassC-OTAA,WT201,1,fd8c8181bbee0b2c1bd37588ba55710e,,,
24e1247151234735,WT201-462,24e1247151234735,test,ClassC-OTAA,WT201,1,40c228cbafa620b48c9e43234aaeb88b,,,
24e1247151234736,WT201-463,24e1247151234736,test,ClassC-OTAA,WT201,1,55f8f7fc28263512902247e510f2bf16,,,
24e1247151234737,WT201-464,24e1247151234737,test,ClassC-OTAA,WT201,1,dd5e6ecd2200e7efa932af7c647b1c42,,,
24e1247151234738,WT201-465,24e1247151234738,test,ClassC-OTAA,WT201,1,f66aee976e17377a1ea8f223c4dff5cb,,,
24e1247151234739,WT201-466,24e1247151234739,test,ClassC-OTAA,WT201,1,a2af2c3552558dfce58f47dc55fced76,,,
24e124715123473a,WT201-467,24e124715123473a,test,ClassC-OTAA,WT201,1,5ed09d7fb00f95c070ece163791577e5,,,
24e124715123473b,WT201-468,24e124715123473b,test,ClassC-OTAA,WT201,1,eae8a7baaf107d57ce18c34da22a1a14,,,
24e124715123473c,WT201-469,24e124715123473c,test,ClassC-OTAA,WT201,1,5f44a2c0560e1c3d8724aec71d494830,,,
24e124715123473d,WT201-470,24e124715123473d,test,ClassC-OTAA,WT201,1,20e26b990fc1d9df22177fe3a5866983,,,
24e124715123473e,WT201-471,24e124715123473e,test,ClassC-OTAA,WT201,1,ea0626a7fc880c71c23c2eb44be426b0,,,
24e124715123473f,WT201-472,24e124715123473f,test,ClassC-OTAA,WT201,1,946dfe15465bed16d4b96dfec2c1a9f7,,,
24e1247151234740,WT201-473,24e1247151234740,test,ClassC-OTAA,WT201,1,2042933fe78b2057462fe7384642dd8e,,,
24e1247151234741,WT201-474,24e1247151234741,test,ClassC-OTAA,WT201,1,eb96d17d5d682516d28fb375ac0d7da6,,,
24e1247151234742,WT201-475,24e1247151234742,test,ClassC-OTAA,WT201,1,9380d124b9f806295735fbd52f8f9453,,,
24e1247151234743,WT201-476,24e1247151234743,test,ClassC-OTAA,WT201,1,5dc0173990d0449fd19e686c905f3b80,,,
24e1247151234744,WT201-477,24e1247151234744,test,ClassC-OTAA,WT201,1,1834e3554132425a60ac42579d32b312,,,
24e1247151234745,WT201-478,24e1247151234745,test,ClassC-OTAA,WT201,1,c62090c81f9ab62b813271238da6e33a,,,
24e1247151234746,WT201-479,24e1247151234746,test,ClassC-OTAA,WT201,1,87ca937bec7af9ab08558336f14229db,,,
24e1247151234747,WT201-480,24e1247151234747,test,ClassC-OTAA,WT201,1,c5d7be55a52aec82f1a0d64971c227a6,,,
24e1247151234748,WT201-481,24e1247151234748,test,ClassC-OTAA,WT201,1,d01bace7633ee05f2c39fbd1ee464bb0,,,
24e1247151234749,WT201-482,24e1247151234749,test,ClassC-OTAA,WT201,1,37cf1c06cc1a4f84b637d892837e4669,,,
24e124715123474a,WT201-483,24e124715123474a,test,ClassC-OTAA,WT201,1,65d34f2c920a93422d1036e1e12f1ae8,,,
24e124715123474b,WT201-484,24e124715123474b,test,ClassC-OTAA,WT201,1,23caa8b721a0d5399e54ce14cb030885,,,
24e124715123474c,WT201-485,24e124715123474c,test,ClassC-OTAA,WT201,1,4fb09be264787817e1908c960b4c39f9,,,
24e124715123474d,WT201-486,24e124715123474d,test,ClassC-OTAA,WT201,1,867c218d12907eed54ee546c70221d88,,,
24e124715123474e,WT201-487,24e124715123474e,test,ClassC-OTAA,WT201,1,ecdb8275c8b02f18adc5d913a083add2,,,
24e124715123474f,WT201-488,24e124715123474f,test,ClassC-OTAA,WT201,1,d810bf93968e1f02796e1a8074833fff,,,
24e1247151234750,WT201-489,24e1247151234750,test,ClassC-OTAA,WT201,1,bfeef4c426e2f0b183f5d0e22fdd955c,,,
24e1247151234751,WT201-490,24e1247151234751,test,ClassC-OTAA,WT201,1,daa044d20a49cf9ffe44bfbc4a0f3a19,,,
24e1247151234752,WT201-491,24e1247151234752,test,ClassC-OTAA,WT201,1,010f08c8baf835dfdfd1bed2e1d3bc05,,,
24e1247151234753,WT201-492,24e1247151234753,test,ClassC-OTAA,WT201,1,9c9a2c9f62c659630d9016616ec22d4c,,,
24e1247151234754,WT201-493,24e1247151234754,test,ClassC-OTAA,WT201,1,f8eadae9272790b2ded9fcad70cb526f,,,
24e1247151234755,WT201-494,24e1247151234755,test,ClassC-OTAA,WT201,1,5e67df73daf41240c217f9b0fd798a58,,,
24e1247151234756,WT201-495,24e1247151234756,test,ClassC-OTAA,WT201,1,d6113a06caa3d390b3cfab3699d626d9,,,
24e1247151234757,WT201-496,24e1247151234757,test,ClassC-OTAA,WT201,1,df8eff2c6ab7ea20740d941545a7a70d,,,
24e1247151234758,WT201-497,24e1247151234758,test,ClassC-OTAA,WT201,1,b330725bb750770006b8ef16c57f6096,,,
24e1247151234759,WT201-498,24e1247151234759,test,ClassC-OTAA,WT201,1,ac40f4296493b09f717ba837263719bd,,,
24e124715123475a,WT201-499,24e124715123475a,test,ClassC-OTAA,WT201,1,b69da830b62b40fc8e3bb8d0d1fbef57,,,
24e124715123475b,WT201-500,24e124715123475b,test,ClassC-OTAA,WT201,1,5dafd00f6d83cff7c406b38098ee60d8,,,
24e124715123475c,WT201-501,24e124715123475c,test,ClassC-OTAA,WT201,1,380c012a8015d3c7c4e22b2fc3c120df,,,
24e124715123475d,WT201-502,24e124715123475d,test,ClassC-OTAA,WT201,1,0caab6e8f24038599e4467e88e134e85,,,
24e124715123475e,WT201-503,24e124715123475e,test,ClassC-OTAA,WT201,1,2c28efe6e15a093052df7742612b6985,,,
24e124715123475f,WT201-504,24e124715123475f,test,ClassC-OTAA,WT201,1,c2f9028ad778ff040079c9307e3ed90b,,,
24e1247151234760,WT201-505,24e1247151234760,test,ClassC-OTAA,WT201,1,f4311ce407837bde34167ce370278f4e,,,
24e1247151234761,WT201-506,24e1247151234761,test,ClassC-OTAA,WT201,1,f2f205da5f5a190addc3c85455990c39,,,
24e1247151234762,WT201-507,24e1247151234762,test,ClassC-OTAA,WT201,1,6e05f81ecd75c16f3b01724e81300c69,,,
24e1247151234763,WT201-508,24e1247151234763,test,ClassC-OTAA,WT201,1,393af3b772e0838faf4db0fc942387c0,,,
24e1247151234764,WT201-509,24e1247151234764,test,ClassC-OTAA,WT201,1,54993af71900432f11564403fe502b79,,,
24e1247151234765,WT201-510,24e1247151234765,test,ClassC-OTAA,WT201,1,38415db268e6d8006c913ecc52924717,,,
24e1247151234766,WT201-511,24e1247151234766,test,ClassC-OTAA,WT201,1,a6fc7b2ad4a6afdc13f9340d6916526c,,,
24e1247151234767,WT201-512,24e1247151234767,test,ClassC-OTAA,WT201,1,1b579daf4ac52c16358f22dbd1039deb,,,
24e1247151234768,WT201-513,24e1247151234768,test,ClassC-OTAA,WT201,1,51f642349aed656b9d7bfd7d0d42fad6,,,
24e1247151234769,WT201-514,24e1247151234769,test,ClassC-OTAA,WT201,1,965eaac090cf67ef246f53f5ebfbe0d7,,,
24e124715123476a,WT201-515,24e124715123476a,test,ClassC-OTAA,WT201,1,81713b554ea296d42f3b7424b4e3cfca,,,
24e124715123476b,WT201-516,24e124715123476b,test,ClassC-OTAA,WT201,1,5636006eb870f4fa00fc90438901f3bb,,,
24e124715123476c,WT201-517,24e124715123476c,test,ClassC-OTAA,WT201,1,16591f1f484d9e16719960b6da1c632b,,,
24e124715123476d,WT201-518,24e124715123476d,test,ClassC-OTAA,WT201,1,2ef9a7167d90850cadab6150d39a9927,,,
24e124715123476e,WT201-519,24e124715123476e,test,ClassC-OTAA,WT201,1,b07f8cda0d6228474d4d510720cf78b8,,,
24e124715123476f,WT201-520,24e124715123476f,test,ClassC-OTAA,WT201,1,476412604cf1d4a5d2cbe699473728ff,,,
24e1247151234770,WT201-521,24e1247151234770,test,ClassC-OTAA,WT201,1,8aafc0e6e40b71a7db0ff028287e4be5,,,
24e1247151234771,WT201-522,24e1247151234771,test,ClassC-OTAA,WT201,1,635d6ec8aab8b41409a1584e525a8674,,,
24e1247151234772,WT201-523,24e1247151234772,test,ClassC-OTAA,WT201,1,1ee1af0723a85368ab16f222e73296b0,,,
24e1247151234773,WT201-524,24e1247151234773,test,ClassC-OTAA,WT201,1,9cc687b782f28737d2630668f3c5d7f0,,,
24e1247151234774,WT201-525,24e1247151234774,test,ClassC-OTAA,WT201,1,7eabaddce72a443586044374de62f84c,,,
24e1247151234775,WT201-526,24e1247151234775,test,ClassC-OTAA,WT201,1,e6a657177fc427688ed4ea054fb5b382,,,
24e1247151234776,WT201-527,24e1247151234776,test,ClassC-OTAA,WT201,1,240a126c6a424eb3d0b21f41a3051f68,,,
24e1247151234777,WT201-528,24e1247151234777,test,ClassC-OTAA,WT201,1,e6fad6cd994e70a3ca6f2631a36f3c1e,,,
24e1247151234778,WT201-529,24e1247151234778,test,ClassC-OTAA,WT201,1,95964e3a526a4185d7ebbf16cb29e8fc,,,
24e1247151234779,WT201-530,24e1247151234779,test,ClassC-OTAA,WT201,1,53cc76f01564f95e84a3d646007d5ec2,,,
24e124715123477a,WT201-531,24e124715123477a,test,ClassC-OTAA,WT201,1,567ff81a807abc692d9238b17696c6e9,,,
24e124715123477b,WT201-532,24e124715123477b,test,ClassC-OTAA,WT201,1,4e3e6a3b9a36d67375e863894dc99fd0,,,
24e124715123477c,WT201-533,24e124715123477c,test,ClassC-OTAA,WT201,1,22669cc108b163d79436a0192146dc66,,,
24e124715123477d,WT201-534,24e124715123477d,test,ClassC-OTAA,WT201,1,e03948c7271e20efdeb14e79f52efc1b,,,
24e124715123477e,WT201-535,24e124715123477e,test,ClassC-OTAA,WT201,1,5c07fc01da98bbc47a6d048917a31bf9,,,
24e124715123477f,WT201-536,24e124715123477f,test,ClassC-OTAA,WT201,1,c27ef6cf9fd2ccda4d67b1dccdf39b6e,,,
24e1247151234780,WT201-537,24e1247151234780,test,ClassC-OTAA,WT201,1,54530e3a2f1448e28af8d4c64d4cd03c,,,
24e1247151234781,WT201-538,24e1247151234781,test,ClassC-OTAA,WT201,1,3ef8de800e596df59dd32f90ddc714e4,,,
24e1247151234782,WT201-539,24e1247151234782,test,ClassC-OTAA,WT201,1,4e22ff83ef019721d438219a6bb7a062,,,
24e1247151234783,WT201-540,24e1247151234783,test,ClassC-OTAA,WT201,1,e6d3c74caa9a33b4980ea4196c434b25,,,
24e1247151234784,WT201-541,24e1247151234784,test,ClassC-OTAA,WT201,1,80c53498862df48421f309acb3da4e1f,,,
24e1247151234785,WT201-542,24e1247151234785,test,ClassC-OTAA,WT201,1,f73bc2ce22d53d157306919a451e5d41,,,
24e1247151234786,WT201-543,24e1247151234786,test,ClassC-OTAA,WT201,1,4f3c3eb163765dbfd2e5be9a362f6452,,,
24e1247151234787,WT201-544,24e1247151234787,test,ClassC-OTAA,WT201,1,0a840f142657705080d36fa392184d04,,,
24e1247151234788,WT201-545,24e1247151234788,test,ClassC-OTAA,WT201,1,afc1ab418a2a029e9ae5e5d65e474b62,,,
24e1247151234789,WT201-546,24e1247151234789,test,ClassC-OTAA,WT201,1,824dddf3a8d26a1198379c765e6e0a49,,,
24e124715123478a,WT201-547,24e124715123478a,test,ClassC-OTAA,WT201,1,17d31f379d946af15ef8655e0efc3d9d,,,
24e124715123478b,WT201-548,24e124715123478b,test,ClassC-OTAA,WT201,1,1921d4ea113db6cf7f1965afb5f94b80,,,
24e124715123478c,WT201-549,24e124715123478c,test,ClassC-OTAA,WT201,1,5df211b996931bda4d951af6a65faffc,,,
24e124715123478d,WT201-550,24e124715123478d,test,ClassC-OTAA,WT201,1,bdd1c0c98fdb296729ee0663912ecdc6,,,
24e124715123478e,WT201-551,24e124715123478e,test,ClassC-OTAA,WT201,1,096f981d882e7e4cf22e7080911f2fb4,,,
24e124715123478f,WT201-552,24e124715123478f,test,ClassC-OTAA,WT201,1,94630b57941613e7d9ac62681e63a128,,,
24e1247151234790,WT201-553,24e1247151234790,test,ClassC-OTAA,WT201,1,84b76d8ef2c4bf2eb0562c9824faf414,,,
24e1247151234791,WT201-554,24e1247151234791,test,ClassC-OTAA,WT201,1,65345d394893ad442579bff45f904b4f,,,
24e1247151234792,WT201-555,24e1247151234792,test,ClassC-OTAA,WT201,1,e69aafff40c9a932eb63cc6c804da8c4,,,
24e1247151234793,WT201-556,24e1247151234793,test,ClassC-OTAA,WT201,1,a5fe02e344b0a7f5ae1f2687be73268d,,,
24e1247151234794,WT201-557,24e1247151234794,test,ClassC-OTAA,WT201,1,2d8c624c436ffe61672cf9e27d4df7c5,,,
24e1247151234795,WT201-558,24e1247151234795,test,ClassC-OTAA,WT201,1,40a4d7f9b916aa7f0f21bb6ab29cd081,,,
24e1247151234796,WT201-559,24e1247151234796,test,ClassC-OTAA,WT201,1,fa5da5c5bc9b6a9ead3c4701e01af7d7,,,
24e1247151234797,WT201-560,24e1247151234797,test,ClassC-OTAA,WT201,1,d5d3004ada9762fbd28572b717b4ed10,,,
24e1247151234798,WT201-561,24e1247151234798,test,ClassC-OTAA,WT201,1,b06d827a6b7488d53ac96529256bacb6,,,
24e1247151234799,WT201-562,24e1247151234799,test,ClassC-OTAA,WT201,1,36830b5acec43fc7f8c31061408e3eb8,,,
24e124715123479a,WT201-563,24e124715123479a,test,ClassC-OTAA,WT201,1,a9579fad8542c31c2cfe3a3cfb00b953,,,
24e124715123479b,WT201-564,24e124715123479b,test,ClassC-OTAA,WT201,1,13ef5241165c6aa591ad331e985308e6,,,
24e124715123479c,WT201-565,24e124715123479c,test,ClassC-OTAA,WT201,1,26cfad7d79d2af82ede84bd0c5dffdfb,,,
24e124715123479d,WT201-566,24e124715123479d,test,ClassC-OTAA,WT201,1,95339809380198b8798ffe4b5dc82732,,,
24e124715123479e,WT201-567,24e124715123479e,test,ClassC-OTAA,WT201,1,364b20d61d969b881fe2bf0c9c4f3f00,,,
24e124715123479f,WT201-568,24e124715123479f,test,ClassC-OTAA,WT201,1,6c54041fefad0fa156a3a83f56466fef,,,
24e12471512347a0,WT201-569,24e12471512347a0,test,ClassC-OTAA,WT201,1,5b555ddf598e2bf174733bb83a30f9fe,,,
24e12471512347a1,WT201-570,24e12471512347a1,test,ClassC-OTAA,WT201,1,c900c7613288f2c1dfe7cbe3bdb3c114,,,
24e12471512347a2,WT201-571,24e12471512347a2,test,ClassC-OTAA,WT201,1,1df97db737b99286343851299fc889df,,,
24e12471512347a3,WT201-572,24e12471512347a3,test,ClassC-OTAA,WT201,1,f4db423007e585ec480c3dc54300555c,,,
24e12471512347a4,WT201-573,24e12471512347a4,test,ClassC-OTAA,WT201,1,a1bf24580e423f42f99529b6cbddd1fe,,,
24e12471512347a5,WT201-574,24e12471512347a5,test,ClassC-OTAA,WT201,1,e3b2a4f8a375bc5c58b3eb27132483fe,,,
24e12471512347a6,WT201-575,24e12471512347a6,test,ClassC-OTAA,WT201,1,9bdd4573eb6373aee70f235ca4a21971,,,
24e12471512347a7,WT201-576,24e12471512347a7,test,ClassC-OTAA,WT201,1,dfbdc608aa22873ff48cc9be40fd2311,,,
24e12471512347a8,WT201-577,24e12471512347a8,test,ClassC-OTAA,WT201,1,1a834c06775752d8500a1163f86c4eef,,,
24e12471512347a9,WT201-578,24e12471512347a9,test,ClassC-OTAA,WT201,1,9410585d38256cdd4ae95948c3e4a957,,,
24e12471512347aa,WT201-579,24e12471512347aa,test,ClassC-OTAA,WT201,1,3f507e07a2f651ea50ba0cf6ad3c5835,,,
24e12471512347ab,WT201-580,24e12471512347ab,test,ClassC-OTAA,WT201,1,163531e821bf241aa01be5780fea6f4d,,,
24e12471512347ac,WT201-581,24e12471512347ac,test,ClassC-OTAA,WT201,1,70f1e848f89ce35810b9d17a513810b5,,,
24e12471512347ad,WT201-582,24e12471512347ad,test,ClassC-OTAA,WT201,1,596913cfca9a7ab2bd0e88c18af4e29f,,,
24e12471512347ae,WT201-583,24e12471512347ae,test,ClassC-OTAA,WT201,1,7e8d95efade473e38757a7cfc84f84c8,,,
24e12471512347af,WT201-584,24e12471512347af,test,ClassC-OTAA,WT201,1,1d71ed69b3c8460f90a6a223740c6f0f,,,
24e12471512347b0,WT201-585,24e12471512347b0,test,ClassC-OTAA,WT201,1,376daf8ac4a5a54016492f5de6e1877f,,,
24e12471512347b1,WT201-586,24e12471512347b1,test,ClassC-OTAA,WT201,1,e6abe0c8fc1489f973133118456d3fd2,,,
24e12471512347b2,WT201-587,24e12471512347b2,test,ClassC-OTAA,WT201,1,2650ba305ef7062ef01318c3c2f0d546,,,
24e12471512347b3,WT201-588,24e12471512347b3,test,ClassC-OTAA,WT201,1,a530d594ea57db46b0fa28114d1351bb,,,
24e12471512347b4,WT201-589,24e12471512347b4,test,ClassC-OTAA,WT201,1,e83a9c2b2693bbc23f548cecbe316c59,,,
24e12471512347b5,WT201-590,24e12471512347b5,test,ClassC-OTAA,WT201,1,08ee05a2fca2436bb10ac16390360eb3,,,
24e12471512347b6,WT201-591,24e12471512347b6,test,ClassC-OTAA,WT201,1,fc5987eea7135465e366657838c1cc9e,,,
24e12471512347b7,WT201-592,24e12471512347b7,test,ClassC-OTAA,WT201,1,9b8f3b898399891b4ae6d8a0a9ac6308,,,
24e12471512347b8,WT201-593,24e12471512347b8,test,ClassC-OTAA,WT201,1,56423ee2945e8ceb1f34c10070240fd7,,,
24e12471512347b9,WT201-594,24e12471512347b9,test,ClassC-OTAA,WT201,1,812f8acef997ab14479a97e7310f83e9,,,
24e12471512347ba,WT201-595,24e12471512347ba,test,ClassC-OTAA,WT201,1,86424ab5d0368c8652f36476ab9b29ed,,,
24e12471512347bb,WT201-596,24e12471512347bb,test,ClassC-OTAA,WT201,1,844ef1d0b86850ede4430fbeefc86d7d,,,
24e12471512347bc,WT201-597,24e12471512347bc,test,ClassC-OTAA,WT201,1,9ed1c25bad69204100c1566430814a82,,,
24e12471512347bd,WT201-598,24e12471512347bd,test,ClassC-OTAA,WT201,1,7099b9993d6eb1dfbc13ec8e36fc278a,,,
24e12471512347be,WT201-599,24e12471512347be,test,ClassC-OTAA,WT201,1,cd225b94e2b93388ef7c6aa269fdd55d,,,
24e12471512347bf,WT201-600,24e12471512347bf,test,ClassC-OTAA,WT201,1,2a3dd54069136d35e3c526abe3010e6b,,,
24e12471512347c0,WT201-601,24e12471512347c0,test,ClassC-OTAA,WT201,1,706006f6c7f401b14684d1a0c856dc80,,,
24e12471512347c1,WT201-602,24e12471512347c1,test,ClassC-OTAA,WT201,1,d89440dc5356d5c1fff5986be9892256,,,
24e12471512347c2,WT201-603,24e12471512347c2,test,ClassC-OTAA,WT201,1,4532a13d0194ee9ae37db59a58f908b5,,,
24e12471512347c3,WT201-604,24e12471512347c3,test,ClassC-OTAA,WT201,1,052ec6dc45d2b56a61c2cde45f11d14f,,,
24e12471512347c4,WT201-605,24e12471512347c4,test,ClassC-OTAA,WT201,1,d307bd2c725c4350c4f1773974c76e3d,,,
24e12471512347c5,WT201-606,24e12471512347c5,test,ClassC-OTAA,WT201,1,03b098b9d24d4ca65d831cb778f7a46e,,,
24e12471512347c6,WT201-607,24e12471512347c6,test,ClassC-OTAA,WT201,1,db586eb2cde08ddb928e3e82e99c3987,,,
24e12471512347c7,WT201-608,24e12471512347c7,test,ClassC-OTAA,WT201,1,52bc9979cb74c920596b75906e9d6a74,,,
24e12471512347c8,WT201-609,24e12471512347c8,test,ClassC-OTAA,WT201,1,75cdd78e14ba8e74015dace18971dad0,,,
24e12471512347c9,WT201-610,24e12471512347c9,test,ClassC-OTAA,WT201,1,163b325a1d95e241dfa2a608b6bc5580,,,
24e12471512347ca,WT201-611,24e12471512347ca,test,ClassC-OTAA,WT201,1,fb4c8df90c97c7674f0feee2c3ba6e9d,,,
24e12471512347cb,WT201-612,24e12471512347cb,test,ClassC-OTAA,WT201,1,18dd600835644b69dd1c57ad971d328d,,,
24e12471512347cc,WT201-613,24e12471512347cc,test,ClassC-OTAA,WT201,1,a8a6a3b23008bcd5986cce0c8c968627,,,
24e12471512347cd,WT201-614,24e12471512347cd,test,ClassC-OTAA,WT201,1,a21b3e4500323d8df1f1b7d10d5441d7,,,
24e12471512347ce,WT201-615,24e12471512347ce,test,ClassC-OTAA,WT201,1,5311572896e5e44dbecd540381db5aa0,,,
24e12471512347cf,WT201-616,24e12471512347cf,test,ClassC-OTAA,WT201,1,4681c5ac4187b71b6aa48147efbc1cd7,,,
24e12471512347d0,WT201-617,24e12471512347d0,test,ClassC-OTAA,WT201,1,3eadfd90e8ff1f4093ed75c642224e56,,,
24e12471512347d1,WT201-618,24e12471512347d1,test,ClassC-OTAA,WT201,1,10bd04b661157321a201ff19e00e24e3,,,
24e12471512347d2,WT201-619,24e12471512347d2,test,ClassC-OTAA,WT201,1,b5bd1aa581897cd704f7dfdbda81a7b2,,,
24e12471512347d3,WT201-620,24e12471512347d3,test,ClassC-OTAA,WT201,1,148946116ccd1997171342f3c92ce3a8,,,
24e12471512347d4,WT201-621,24e12471512347d4,test,ClassC-OTAA,WT201,1,1554dc9df6d8d346d219a3a87b49266a,,,
24e12471512347d5,WT201-622,24e12471512347d5,test,ClassC-OTAA,WT201,1,fc580fc86c6872bd58a842ca7caceec5,,,
24e12471512347d6,WT201-623,24e12471512347d6,test,ClassC-OTAA,WT201,1,4aeb9ec196dad0d5b78eb61a00adecb6,,,
24e12471512347d7,WT201-624,24e12471512347d7,test,ClassC-OTAA,WT201,1,520cbbf87a30cb48923e3006d7a54191,,,
24e12471512347d8,WT201-625,24e12471512347d8,test,ClassC-OTAA,WT201,1,154bc7398a23f923f9094fb803263d65,,,
24e12471512347d9,WT201-626,24e12471512347d9,test,ClassC-OTAA,WT201,1,29b7895cfa81bb1bc8633c873ebf2477,,,
24e12471512347da,WT201-627,24e12471512347da,test,ClassC-OTAA,WT201,1,b310813653eff6da6b63c8b935b419a8,,,
24e12471512347db,WT201-628,24e12471512347db,test,ClassC-OTAA,WT201,1,4c8886cbcc9b8f7459549153aa92bfdb,,,
24e12471512347dc,WT201-629,24e12471512347dc,test,ClassC-OTAA,WT201,1,6790a989d4bf3e8dd6aa247bdf8037dd,,,
24e12471512347dd,WT201-630,24e12471512347dd,test,ClassC-OTAA,WT201,1,bafacb3eb27049b60d5a46c84c9acdc9,,,
24e12471512347de,WT201-631,24e12471512347de,test,ClassC-OTAA,WT201,1,f0929243de87d4462c9235ec2ef8bc00,,,
24e12471512347df,WT201-632,24e12471512347df,test,ClassC-OTAA,WT201,1,4e4f98387a4b3a5bb2736a486e966e77,,,
24e12471512347e0,WT201-633,24e12471512347e0,test,ClassC-OTAA,WT201,1,eb080d7384ac95c9f0d0016c21d46764,,,
24e12471512347e1,WT201-634,24e12471512347e1,test,ClassC-OTAA,WT201,1,6555457bdc9f29d6e2d97606131921d1,,,
24e12471512347e2,WT201-635,24e12471512347e2,test,ClassC-OTAA,WT201,1,81bfa0b4d73e3536e198beeeeee22599,,,
